Fecha,Fecha_dt,Tipo_Dia,Temperatura_Media_GBA,Demanda_Dia_Anterior,Mes_Estacional,Demanda_Actual,Cantidad_Cortes,Total_Usuarios_Afectados,Alerta_Corte
17/12/2020,17/12/2020,1,33,7580.4,12,9157.1,55374,2654425,1
18/12/2020,18/12/2020,1,30.9,9157.1,12,8027,19830,1713531,1
19/12/2020,19/12/2020,0,27.5,8027,12,6318,2355,173530,0
20/12/2020,20/12/2020,0,28,6318,12,6392.8,3467,213565,0
21/12/2020,21/12/2020,1,24.6,6392.8,12,6395.9,3949,125998,0
22/12/2020,22/12/2020,1,28.2,6395.9,12,7761.9,6071,600350,0
23/12/2020,23/12/2020,1,27.3,7761.9,12,6461.4,999,45400,0
24/12/2020,24/12/2020,1,29.5,6461.4,12,8135,12197,709553,0
25/12/2020,25/12/2020,1,25.5,8135,12,6247.8,3298,254496,0
26/12/2020,26/12/2020,0,30.3,6247.8,12,6995,15949,734751,1
27/12/2020,27/12/2020,0,33.9,6995,12,7846.2,60994,2447677,1
28/12/2020,28/12/2020,1,28.2,7846.2,12,7526.6,4139,113909,0
29/12/2020,29/12/2020,1,30,7526.6,12,7320.6,14844,1253129,1
30/12/2020,30/12/2020,1,31.1,7320.6,12,8213.7,25963,1534316,1
31/12/2020,31/12/2020,1,27.3,8213.7,12,7732.3,4137,531792,1
01/01/2021,01/01/2021,1,29.5,7732.3,1,7266,13754,689252,1
02/01/2021,02/01/2021,0,28.8,7266,1,6756.9,4752,245065,0
03/01/2021,03/01/2021,0,29.1,6756.9,1,6576.4,5514,323628,0
04/01/2021,04/01/2021,1,26.1,6576.4,1,6952.8,4175,312551,0
05/01/2021,05/01/2021,1,28.9,6952.8,1,7530.7,6467,391873,1
06/01/2021,06/01/2021,1,30.6,7530.7,1,7757.6,19362,1592459,1
07/01/2021,07/01/2021,1,34,7757.6,1,8946.4,67860,3422059,1
08/01/2021,08/01/2021,1,32.3,8946.4,1,8916.3,43399,1838736,1
09/01/2021,09/01/2021,0,36.5,8916.3,1,8567.7,119036,4051474,1
10/01/2021,10/01/2021,0,26.3,8567.7,1,6290.9,4203,107296,0
11/01/2021,11/01/2021,1,32,6290.9,1,7912,36353,2168042,1
12/01/2021,12/01/2021,1,29.6,7912,1,7413.1,8987,574991,1
13/01/2021,13/01/2021,1,36.7,7413.1,1,9616.7,124764,7157867,1
14/01/2021,14/01/2021,1,26.2,9616.7,1,7295.2,500,47434,0
15/01/2021,15/01/2021,1,26.1,7295.2,1,6931.7,1785,168790,0
16/01/2021,16/01/2021,0,26.9,6931.7,1,6131.1,4435,280752,0
17/01/2021,17/01/2021,0,21.6,6131.1,1,5499.8,3775,128808,0
18/01/2021,18/01/2021,1,27.1,5499.8,1,6699.9,2679,157165,0
19/01/2021,19/01/2021,1,26.3,6699.9,1,7056.4,2966,172038,0
20/01/2021,20/01/2021,1,29.5,7056.4,1,7939.7,11665,663240,1
21/01/2021,21/01/2021,1,30.1,7939.7,1,7689.4,15786,884736,1
22/01/2021,22/01/2021,1,35.5,7689.4,1,9034,98518,5608702,1
23/01/2021,23/01/2021,0,32.2,9034,1,7629.8,33673,2096789,1
24/01/2021,24/01/2021,0,26.9,7629.8,1,6094,3449,197590,0
25/01/2021,25/01/2021,1,25.7,6094,1,6705.2,4398,326184,0
26/01/2021,26/01/2021,1,30.5,6705.2,1,8554.9,22351,1725662,1
27/01/2021,27/01/2021,1,24.2,8554.9,1,6275.9,4051,209789,0
28/01/2021,28/01/2021,1,35.2,6275.9,1,8992.5,95372,9100520,1
29/01/2021,29/01/2021,1,32.8,8992.5,1,8305.7,47239,2380786,1
30/01/2021,30/01/2021,0,27,8305.7,1,6473.3,3589,135104,0
31/01/2021,31/01/2021,0,22.6,6473.3,1,5445.6,1892,146848,0
01/02/2021,01/02/2021,1,33.3,5445.6,2,8430.2,55550,2980359,1
02/02/2021,02/02/2021,1,28.1,8430.2,2,7721.4,6249,477585,1
03/02/2021,03/02/2021,1,32.8,7721.4,2,8925.9,50789,1113631,1
04/02/2021,04/02/2021,1,22.8,8925.9,2,6119.9,1470,143838,0
05/02/2021,05/02/2021,1,26.3,6119.9,2,6315,3309,276122,0
06/02/2021,06/02/2021,0,28.3,6315,2,6877.3,7221,288771,0
07/02/2021,07/02/2021,0,28.4,6877.3,2,6394.6,6024,243516,1
08/02/2021,08/02/2021,1,26.6,6394.6,2,7187.2,4442,459504,0
09/02/2021,09/02/2021,1,30.3,7187.2,2,7284,15712,868125,1
10/02/2021,10/02/2021,1,24.3,7284,2,6642.8,4124,219876,0
11/02/2021,11/02/2021,1,27.4,6642.8,2,6786.6,3610,89091,0
12/02/2021,12/02/2021,1,28.3,6786.6,2,7594.2,4072,256472,0
13/02/2021,13/02/2021,0,29.6,7594.2,2,6904.3,11589,758449,1
14/02/2021,14/02/2021,0,30.2,6904.3,2,6763.8,13800,1163476,1
15/02/2021,15/02/2021,1,23.7,6763.8,2,6177.9,2050,86137,0
16/02/2021,16/02/2021,1,22.2,6177.9,2,6505.9,3283,129987,0
17/02/2021,17/02/2021,1,31.9,6505.9,2,8306.8,36291,2867687,1
18/02/2021,18/02/2021,1,28.5,8306.8,2,7600.3,4417,398124,1
19/02/2021,19/02/2021,1,24.6,7600.3,2,7042.9,4580,176682,0
20/02/2021,20/02/2021,0,32.6,7042.9,2,7180.7,41490,3801740,1
21/02/2021,21/02/2021,0,27.4,7180.7,2,6835.2,2134,150982,0
22/02/2021,22/02/2021,1,31.1,6835.2,2,8106.3,23897,2194607,1
23/02/2021,23/02/2021,1,27.1,8106.3,2,6805.4,2794,191656,0
24/02/2021,24/02/2021,1,33.9,6805.4,2,8375.9,63842,1276840,1
25/02/2021,25/02/2021,1,32.8,8375.9,2,8443.3,48254,3231119,1
26/02/2021,26/02/2021,1,25.6,8443.3,2,6976.5,2455,223903,0
27/02/2021,27/02/2021,0,29.8,6976.5,2,6911.7,9396,489767,1
28/02/2021,28/02/2021,0,28.5,6911.7,2,7078.3,5117,318485,1
01/03/2021,01/03/2021,1,30.9,7078.3,3,7589.6,21241,1412044,1
02/03/2021,02/03/2021,1,22.6,7589.6,3,6296.4,3950,79000,0
03/03/2021,03/03/2021,1,28.3,6296.4,3,6999.3,3980,411639,0
04/03/2021,04/03/2021,1,29.5,6999.3,3,7784.1,14438,750378,1
05/03/2021,05/03/2021,1,19.5,7784.1,3,6566.1,500,40057,0
06/03/2021,06/03/2021,0,21.4,6566.1,3,5373.8,4966,339008,0
07/03/2021,07/03/2021,0,18.3,5373.8,3,4718.7,2663,253390,0
08/03/2021,08/03/2021,1,24.3,4718.7,3,6434.7,4289,335061,0
09/03/2021,09/03/2021,1,27.6,6434.7,3,7331,3551,231885,0
10/03/2021,10/03/2021,1,30.2,7331,3,7971.3,19353,1008866,1
11/03/2021,11/03/2021,1,25.1,7971.3,3,6945.7,2418,207844,0
12/03/2021,12/03/2021,1,30.4,6945.7,3,7578.7,15617,508039,1
13/03/2021,13/03/2021,0,19.7,7578.7,3,5704.1,5130,425368,0
14/03/2021,14/03/2021,0,18.5,5704.1,3,5857.8,2829,135846,0
15/03/2021,15/03/2021,1,24.1,5857.8,3,5791.4,3332,316692,0
16/03/2021,16/03/2021,1,25.5,5791.4,3,6770.9,4852,355292,0
17/03/2021,17/03/2021,1,23.9,6770.9,3,6148.7,1452,120345,0
18/03/2021,18/03/2021,1,16.6,6148.7,3,6275.5,3893,278893,0
19/03/2021,19/03/2021,1,23.4,6275.5,3,6404.3,2115,73924,0
20/03/2021,20/03/2021,0,19,6404.3,3,5353.8,2801,147851,0
21/03/2021,21/03/2021,0,25.7,5353.8,3,5722.3,3108,259355,0
22/03/2021,22/03/2021,1,24.5,5722.3,3,6435.2,749,54926,0
23/03/2021,23/03/2021,1,19.8,6435.2,3,5973.8,1831,171417,0
24/03/2021,24/03/2021,1,21.1,5973.8,3,5974.3,5026,392357,0
25/03/2021,25/03/2021,1,19,5974.3,3,6503.8,4329,219332,0
26/03/2021,26/03/2021,1,22.4,6503.8,3,5955.4,2906,157152,0
27/03/2021,27/03/2021,0,25.8,5955.4,3,6149.9,3364,242404,0
28/03/2021,28/03/2021,0,18.8,6149.9,3,5638.8,2558,60673,0
29/03/2021,29/03/2021,1,23.9,5638.8,3,5782.3,5034,520862,0
30/03/2021,30/03/2021,1,20.1,5782.3,3,6096.7,2699,212775,0
31/03/2021,31/03/2021,1,19,6096.7,3,6658.2,3347,316427,0
01/04/2021,01/04/2021,1,21.2,6658.2,4,6005.7,4719,181152,0
02/04/2021,02/04/2021,1,17.8,6005.7,4,6160.7,1833,173935,0
03/04/2021,03/04/2021,0,19.3,6160.7,4,5638.6,5338,611894,0
04/04/2021,04/04/2021,0,16.9,5638.6,4,5735,704,30682,0
05/04/2021,05/04/2021,1,27.8,5735,4,7174.5,6212,530678,0
06/04/2021,06/04/2021,1,20.9,7174.5,4,6120.7,2440,170854,0
07/04/2021,07/04/2021,1,18.1,6120.7,4,6726.7,2635,103058,0
08/04/2021,08/04/2021,1,21.2,6726.7,4,6821.7,500,39928,0
09/04/2021,09/04/2021,1,19.9,6821.7,4,6593.7,2317,200819,0
10/04/2021,10/04/2021,0,19.3,6593.7,4,5525.6,1440,83487,0
11/04/2021,11/04/2021,0,22.1,5525.6,4,5257.5,2088,194848,0
12/04/2021,12/04/2021,1,22.4,5257.5,4,6050.9,2794,102441,0
13/04/2021,13/04/2021,1,17.7,6050.9,4,6456.8,4436,177905,0
14/04/2021,14/04/2021,1,17.4,6456.8,4,6425.5,3311,240815,0
15/04/2021,15/04/2021,1,18.3,6425.5,4,6720.5,3461,244027,0
16/04/2021,16/04/2021,1,11,6720.5,4,7095.1,1356,75486,0
17/04/2021,17/04/2021,0,13.6,7095.1,4,5259.1,1678,144629,0
18/04/2021,18/04/2021,0,23.5,5259.1,4,5815.6,5698,459360,0
19/04/2021,19/04/2021,1,24.3,5815.6,4,6075.6,1897,165347,0
20/04/2021,20/04/2021,1,17.5,6075.6,4,6184.8,5484,370374,0
21/04/2021,21/04/2021,1,20.2,6184.8,4,6375.1,2635,216205,0
22/04/2021,22/04/2021,1,19.1,6375.1,4,6898.7,3003,183444,0
23/04/2021,23/04/2021,1,28.6,6898.7,4,8383,12092,1343135,1
24/04/2021,24/04/2021,0,21.6,8383,4,5682,4907,263746,0
25/04/2021,25/04/2021,0,17.1,5682,4,5445,2833,317596,0
26/04/2021,26/04/2021,1,14,5445,4,6610.4,2417,170876,0
27/04/2021,27/04/2021,1,11.5,6610.4,4,7091.3,2916,123900,0
28/04/2021,28/04/2021,1,17.7,7091.3,4,6203.8,3506,341349,0
29/04/2021,29/04/2021,1,14.2,6203.8,4,6958.6,4336,314438,0
30/04/2021,30/04/2021,1,11.7,6958.6,4,6864,3006,261589,0
01/05/2021,01/05/2021,0,14.2,6864,5,5769.3,3928,371106,0
02/05/2021,02/05/2021,0,12.5,5769.3,5,6074.8,5457,418874,0
03/05/2021,03/05/2021,1,22.1,6074.8,5,6426.5,3571,207672,0
04/05/2021,04/05/2021,1,19.1,6426.5,5,6551.7,3467,310345,0
05/05/2021,05/05/2021,1,15.8,6551.7,5,6114.8,721,50480,0
06/05/2021,06/05/2021,1,20.8,6114.8,5,6132.5,500,41858,0
07/05/2021,07/05/2021,1,15.8,6132.5,5,5970,3582,96446,0
08/05/2021,08/05/2021,0,12.3,5970,5,6036.9,2857,225530,0
09/05/2021,09/05/2021,0,20.5,6036.9,5,5733.7,2227,127447,0
10/05/2021,10/05/2021,1,16.9,5733.7,5,6437.3,3365,346817,0
11/05/2021,11/05/2021,1,11.2,6437.3,5,7372.3,2909,239881,0
12/05/2021,12/05/2021,1,14,7372.3,5,6448.3,4691,350873,0
13/05/2021,13/05/2021,1,11.5,6448.3,5,7025.6,3129,249463,0
14/05/2021,14/05/2021,1,9.6,7025.6,5,6782.5,1879,94008,0
15/05/2021,15/05/2021,0,17.5,6782.5,5,5383.9,4485,459556,0
16/05/2021,16/05/2021,0,20.8,5383.9,5,5708.7,2674,293678,0
17/05/2021,17/05/2021,1,9.1,5708.7,5,7439.7,3789,295004,0
18/05/2021,18/05/2021,1,15.8,7439.7,5,6211.8,2283,232427,0
19/05/2021,19/05/2021,1,11.4,6211.8,5,6818.5,2025,118699,0
20/05/2021,20/05/2021,1,11.8,6818.5,5,6324.6,3126,168984,0
21/05/2021,21/05/2021,1,11.3,6324.6,5,6747.9,3019,213801,0
22/05/2021,22/05/2021,0,10.2,6747.9,5,6487.1,3719,292680,0
23/05/2021,23/05/2021,0,13.3,6487.1,5,5927.6,2597,161326,0
24/05/2021,24/05/2021,1,10,5927.6,5,7200.2,500,40377,0
25/05/2021,25/05/2021,1,13.8,7200.2,5,6494.9,2350,178900,0
26/05/2021,26/05/2021,1,12.5,6494.9,5,6677.1,4190,209641,0
27/05/2021,27/05/2021,1,11.7,6677.1,5,6596.9,2553,205199,0
28/05/2021,28/05/2021,1,9.2,6596.9,5,7379.6,2630,229521,0
29/05/2021,29/05/2021,0,10.3,7379.6,5,6331.3,4479,328890,0
30/05/2021,30/05/2021,0,14.8,6331.3,5,5677.6,1932,179778,0
31/05/2021,31/05/2021,1,13.8,5677.6,5,6322.2,685,31271,0
01/06/2021,01/06/2021,1,8.5,6322.2,6,6629,2759,218951,0
02/06/2021,02/06/2021,1,12.1,6629,6,7064.1,2273,105909,0
03/06/2021,03/06/2021,1,14.3,7064.1,6,6261.3,1550,73963,0
04/06/2021,04/06/2021,1,5.7,6261.3,6,7436.2,2736,156995,0
05/06/2021,05/06/2021,0,13.3,7436.2,6,5963,3737,191180,0
06/06/2021,06/06/2021,0,9,5963,6,6282.4,2986,176293,0
07/06/2021,07/06/2021,1,13.2,6282.4,6,6888,3460,227380,0
08/06/2021,08/06/2021,1,8.4,6888,6,7475.1,5720,496170,0
09/06/2021,09/06/2021,1,4.7,7475.1,6,8050.1,5236,332888,0
10/06/2021,10/06/2021,1,5.2,8050.1,6,7360.2,3417,130828,0
11/06/2021,11/06/2021,1,11,7360.2,6,7263.6,2236,207503,0
12/06/2021,12/06/2021,0,11.6,7263.6,6,6088.4,1730,92136,0
13/06/2021,13/06/2021,0,7.5,6088.4,6,6514.2,2122,146047,0
14/06/2021,14/06/2021,1,12.8,6514.2,6,6673,2281,180040,0
15/06/2021,15/06/2021,1,4.6,6673,6,7327.1,3539,261858,0
16/06/2021,16/06/2021,1,10.1,7327.1,6,7157.6,6523,599356,0
17/06/2021,17/06/2021,1,6,7157.6,6,7341.2,1925,153191,0
18/06/2021,18/06/2021,1,7.9,7341.2,6,6959.2,2375,125337,0
19/06/2021,19/06/2021,0,10.3,6959.2,6,5748.3,2905,329924,0
20/06/2021,20/06/2021,0,7,5748.3,6,7033.8,3593,265474,0
21/06/2021,21/06/2021,1,8.6,7033.8,6,7071.2,3395,227645,0
22/06/2021,22/06/2021,1,13.4,7071.2,6,7000.1,4926,439785,0
23/06/2021,23/06/2021,1,7.8,7000.1,6,7219.3,500,37494,0
24/06/2021,24/06/2021,1,12.7,7219.3,6,6132.8,500,38992,0
25/06/2021,25/06/2021,1,5.7,6132.8,6,7360,2256,270367,0
26/06/2021,26/06/2021,0,11.5,7360,6,6395.7,4645,299591,0
27/06/2021,27/06/2021,0,14.6,6395.7,6,5513.2,651,41432,0
28/06/2021,28/06/2021,1,0.9,5513.2,6,8250.5,2241,162095,0
29/06/2021,29/06/2021,1,6.7,8250.5,6,7593,4321,395070,0
30/06/2021,30/06/2021,1,11.4,7593,6,6990.5,3365,134160,0
01/07/2021,01/07/2021,1,8.6,6990.5,7,7595.2,1840,56467,0
02/07/2021,02/07/2021,1,10.6,7595.2,7,7394.5,1521,88609,0
03/07/2021,03/07/2021,0,7.2,7394.5,7,6562.1,1545,57661,0
04/07/2021,04/07/2021,0,9.5,6562.1,7,5927.2,3165,194658,0
05/07/2021,05/07/2021,1,8.7,5927.2,7,7121,2060,164902,0
06/07/2021,06/07/2021,1,13.3,7121,7,6633.1,3741,195224,0
07/07/2021,07/07/2021,1,10,6633.1,7,6760.9,500,20731,0
08/07/2021,08/07/2021,1,10.3,6760.9,7,6717.9,1714,122356,0
09/07/2021,09/07/2021,1,7.6,6717.9,7,7513.1,1376,120057,0
10/07/2021,10/07/2021,0,7.4,7513.1,7,6625.4,2615,94402,0
11/07/2021,11/07/2021,0,7.5,6625.4,7,6634.8,2192,189398,0
12/07/2021,12/07/2021,1,10.4,6634.8,7,6762.5,4196,362308,0
13/07/2021,13/07/2021,1,7.5,6762.5,7,7355.9,500,44540,0
14/07/2021,14/07/2021,1,10,7355.9,7,6772.7,3068,289525,0
15/07/2021,15/07/2021,1,16.3,6772.7,7,6567.1,3837,437572,0
16/07/2021,16/07/2021,1,12,6567.1,7,7060.6,5784,363687,0
17/07/2021,17/07/2021,0,7.9,7060.6,7,6011.1,2277,164379,0
18/07/2021,18/07/2021,0,13.2,6011.1,7,5491.1,3486,214985,0
19/07/2021,19/07/2021,1,7.6,5491.1,7,6961,500,35019,0
20/07/2021,20/07/2021,1,1.9,6961,7,8070,2262,227687,0
21/07/2021,21/07/2021,1,5.5,8070,7,7700,5267,227006,0
22/07/2021,22/07/2021,1,2.5,7700,7,7740.1,4192,221249,0
23/07/2021,23/07/2021,1,7.8,7740.1,7,7103.4,4767,464990,0
24/07/2021,24/07/2021,0,9.1,7103.4,7,6083.8,939,84886,0
25/07/2021,25/07/2021,0,15,6083.8,7,5562.2,3779,237084,0
26/07/2021,26/07/2021,1,10.3,5562.2,7,7025.8,5803,505371,0
27/07/2021,27/07/2021,1,8.4,7025.8,7,7073.5,3629,278795,0
28/07/2021,28/07/2021,1,12.1,7073.5,7,6788,3414,341418,0
29/07/2021,29/07/2021,1,1.5,6788,7,8161,6317,451603,0
30/07/2021,30/07/2021,1,10.1,8161,7,6953.5,643,58199,0
31/07/2021,31/07/2021,0,12,6953.5,7,6452,5033,618254,0
01/08/2021,01/08/2021,0,4.2,6452,8,7522.1,2194,179824,0
02/08/2021,02/08/2021,1,13.4,7522.1,8,6150.1,3756,266625,0
03/08/2021,03/08/2021,1,10.6,6150.1,8,7208.9,655,55314,0
04/08/2021,04/08/2021,1,8,7208.9,8,7593.4,1697,106392,0
05/08/2021,05/08/2021,1,11.8,7593.4,8,6435.5,5152,606696,0
06/08/2021,06/08/2021,1,17.6,6435.5,8,6545.6,2479,182457,0
07/08/2021,07/08/2021,0,10.3,6545.6,8,6666.4,5179,334259,0
08/08/2021,08/08/2021,0,10.6,6666.4,8,5823.2,2882,153570,0
09/08/2021,09/08/2021,1,8.2,5823.2,8,7044.7,500,45972,0
10/08/2021,10/08/2021,1,6.9,7044.7,8,7820.3,5939,518734,0
11/08/2021,11/08/2021,1,12.9,7820.3,8,6696.4,2115,127011,0
12/08/2021,12/08/2021,1,7,6696.4,8,7665.4,4875,397454,0
13/08/2021,13/08/2021,1,10.4,7665.4,8,7092.2,3037,120960,0
14/08/2021,14/08/2021,0,8.5,7092.2,8,6592.2,685,50484,0
15/08/2021,15/08/2021,0,11.9,6592.2,8,5567.1,3246,256612,0
16/08/2021,16/08/2021,1,11.5,5567.1,8,7139.2,6294,655498,0
17/08/2021,17/08/2021,1,14.1,7139.2,8,6785.9,3739,204088,0
18/08/2021,18/08/2021,1,8.7,6785.9,8,7176.2,2913,129433,0
19/08/2021,19/08/2021,1,9.7,7176.2,8,7082,4613,240297,0
20/08/2021,20/08/2021,1,7.3,7082,8,6995.7,3316,143478,0
21/08/2021,21/08/2021,0,9.3,6995.7,8,6509.3,3314,320573,0
22/08/2021,22/08/2021,0,12.2,6509.3,8,6091.6,1362,137524,0
23/08/2021,23/08/2021,1,13.7,6091.6,8,6476.3,3350,255954,0
24/08/2021,24/08/2021,1,7.9,6476.3,8,7702.3,5564,525385,0
25/08/2021,25/08/2021,1,14.3,7702.3,8,6304.8,1745,126825,0
26/08/2021,26/08/2021,1,16.1,6304.8,8,6469.4,5136,349750,0
27/08/2021,27/08/2021,1,12.9,6469.4,8,6309.1,2862,181276,0
28/08/2021,28/08/2021,0,18.1,6309.1,8,5492.9,1668,106405,0
29/08/2021,29/08/2021,0,9,5492.9,8,6347.7,4496,175541,0
30/08/2021,30/08/2021,1,7.4,6347.7,8,7507.6,2607,196268,0
31/08/2021,31/08/2021,1,5.7,7507.6,8,7584.1,4559,315452,0
01/09/2021,01/09/2021,1,17.3,7584.1,9,6260.6,2562,217532,0
02/09/2021,02/09/2021,1,14.5,6260.6,9,6622.8,2910,209143,0
03/09/2021,03/09/2021,1,12.1,6622.8,9,6604,3740,249629,0
04/09/2021,04/09/2021,0,13.4,6604,9,5258,3436,180651,0
05/09/2021,05/09/2021,0,8.6,5258,9,6984.9,500,35721,0
06/09/2021,06/09/2021,1,21.2,6984.9,9,6714.4,1318,111719,0
07/09/2021,07/09/2021,1,13.3,6714.4,9,6167.3,4394,207103,0
08/09/2021,08/09/2021,1,13.3,6167.3,9,6761.9,2801,200970,0
09/09/2021,09/09/2021,1,15.6,6761.9,9,6149.1,2214,165299,0
10/09/2021,10/09/2021,1,14.9,6149.1,9,6394,962,53524,0
11/09/2021,11/09/2021,0,14.2,6394,9,5708.3,1380,80375,0
12/09/2021,12/09/2021,0,10.7,5708.3,9,6074.7,500,37306,0
13/09/2021,13/09/2021,1,15.3,6074.7,9,6064.9,2848,134800,0
14/09/2021,14/09/2021,1,20.4,6064.9,9,6092.8,2102,161850,0
15/09/2021,15/09/2021,1,18.7,6092.8,9,6025.1,1550,80744,0
16/09/2021,16/09/2021,1,19.7,6025.1,9,6050.5,2897,264371,0
17/09/2021,17/09/2021,1,12.5,6050.5,9,6654.8,3545,413901,0
18/09/2021,18/09/2021,0,10.9,6654.8,9,5900.3,6139,324046,0
19/09/2021,19/09/2021,0,14.1,5900.3,9,5839.6,732,59060,0
20/09/2021,20/09/2021,1,14.9,5839.6,9,6761.2,4739,262849,0
21/09/2021,21/09/2021,1,18.7,6761.2,9,6126,4459,404962,0
22/09/2021,22/09/2021,1,9.1,6126,9,7256.8,1831,81836,0
23/09/2021,23/09/2021,1,20.5,7256.8,9,6449.9,3304,263037,0
24/09/2021,24/09/2021,1,14.8,6449.9,9,6471.6,2313,121525,0
25/09/2021,25/09/2021,0,14,6471.6,9,5672.8,3278,215890,0
26/09/2021,26/09/2021,0,12.1,5672.8,9,6157.8,5263,259884,0
27/09/2021,27/09/2021,1,10,6157.8,9,7194.7,3908,337834,0
28/09/2021,28/09/2021,1,18.9,7194.7,9,5928.7,3762,200365,0
29/09/2021,29/09/2021,1,16.4,5928.7,9,6560.7,2354,190766,0
30/09/2021,30/09/2021,1,11.8,6560.7,9,7046.2,773,48790,0
01/10/2021,01/10/2021,1,12,7046.2,10,6521,2687,181938,0
02/10/2021,02/10/2021,0,15.5,6521,10,5511.4,4809,350841,0
03/10/2021,03/10/2021,0,22.7,5511.4,10,5705,709,38827,0
04/10/2021,04/10/2021,1,16.1,5705,10,6237.2,1417,105151,0
05/10/2021,05/10/2021,1,11.9,6237.2,10,7086.9,3189,320834,0
06/10/2021,06/10/2021,1,16.5,7086.9,10,7009.2,1523,82909,0
07/10/2021,07/10/2021,1,16.5,7009.2,10,6064.2,1811,169212,0
08/10/2021,08/10/2021,1,8.2,6064.2,10,6905.7,2364,236310,0
09/10/2021,09/10/2021,0,17.7,6905.7,10,5591.1,951,51046,0
10/10/2021,10/10/2021,0,17.2,5591.1,10,5716.5,1538,62902,0
11/10/2021,11/10/2021,1,20.6,5716.5,10,6230.7,4055,308339,0
12/10/2021,12/10/2021,1,24.8,6230.7,10,6936,1038,61295,0
13/10/2021,13/10/2021,1,22.5,6936,10,5898.4,603,64745,0
14/10/2021,14/10/2021,1,17.8,5898.4,10,6507.9,2054,145209,0
15/10/2021,15/10/2021,1,15,6507.9,10,6118.2,4097,221057,0
16/10/2021,16/10/2021,0,28,6118.2,10,7015.8,3904,183709,0
17/10/2021,17/10/2021,0,19.4,7015.8,10,6097.8,2303,211411,0
18/10/2021,18/10/2021,1,19.4,6097.8,10,6070,3066,179594,0
19/10/2021,19/10/2021,1,19.5,6070,10,6135.1,500,35438,0
20/10/2021,20/10/2021,1,20.4,6135.1,10,6557.9,3742,333472,0
21/10/2021,21/10/2021,1,19.4,6557.9,10,6183.9,3575,215625,0
22/10/2021,22/10/2021,1,18.1,6183.9,10,6286.4,2386,164828,0
23/10/2021,23/10/2021,0,18.3,6286.4,10,5507.6,4508,314066,0
24/10/2021,24/10/2021,0,20.3,5507.6,10,4924.1,1308,109435,0
25/10/2021,25/10/2021,1,18.7,4924.1,10,6295.8,4691,383793,0
26/10/2021,26/10/2021,1,18.3,6295.8,10,6093.1,3231,211946,0
27/10/2021,27/10/2021,1,21.3,6093.1,10,6152.1,2495,177826,0
28/10/2021,28/10/2021,1,20.2,6152.1,10,6733.1,2970,185816,0
29/10/2021,29/10/2021,1,26.5,6733.1,10,6548,2839,114831,0
30/10/2021,30/10/2021,0,12.2,6548,10,6164,4830,362984,0
31/10/2021,31/10/2021,0,25.4,6164,10,5766.3,1384,149255,0
01/11/2021,01/11/2021,1,26.1,5766.3,11,6741.1,1856,97116,0
02/11/2021,02/11/2021,1,14.7,6741.1,11,6582.1,4554,248372,0
03/11/2021,03/11/2021,1,20.9,6582.1,11,6402,2106,110744,0
04/11/2021,04/11/2021,1,21,6402,11,6471.2,4350,367539,0
05/11/2021,05/11/2021,1,17.5,6471.2,11,6590.5,5549,438202,0
06/11/2021,06/11/2021,0,19.9,6590.5,11,5400.6,2397,160189,0
07/11/2021,07/11/2021,0,18.9,5400.6,11,5316.3,4022,207694,0
08/11/2021,08/11/2021,1,29,5316.3,11,7224.5,6069,436042,0
09/11/2021,09/11/2021,1,26.3,7224.5,11,6627.4,4132,159939,0
10/11/2021,10/11/2021,1,27.7,6627.4,11,8109.7,6935,505343,0
11/11/2021,11/11/2021,1,25.9,8109.7,11,7148.4,3709,324279,0
12/11/2021,12/11/2021,1,19.6,7148.4,11,5894.7,2031,91346,0
13/11/2021,13/11/2021,0,21.8,5894.7,11,5103.3,508,19989,0
14/11/2021,14/11/2021,0,25.5,5103.3,11,6019.6,3754,381364,0
15/11/2021,15/11/2021,1,19.7,6019.6,11,6464.2,500,28882,0
16/11/2021,16/11/2021,1,26.6,6464.2,11,7114.7,2523,233929,0
17/11/2021,17/11/2021,1,23.4,7114.7,11,6223.5,4411,295184,0
18/11/2021,18/11/2021,1,23.1,6223.5,11,6262.4,3287,219443,0
19/11/2021,19/11/2021,1,27,6262.4,11,7148.4,5922,466465,0
20/11/2021,20/11/2021,0,26.3,7148.4,11,6100.8,4537,237375,0
21/11/2021,21/11/2021,0,23.6,6100.8,11,4834.2,2019,146680,0
22/11/2021,22/11/2021,1,29,4834.2,11,7481.1,7840,488982,0
23/11/2021,23/11/2021,1,21.3,7481.1,11,6044.6,2928,127631,0
24/11/2021,24/11/2021,1,27.4,6044.6,11,7202.6,818,62781,0
25/11/2021,25/11/2021,1,27.5,7202.6,11,8070.6,4742,306967,0
26/11/2021,26/11/2021,1,24.4,8070.6,11,6510.2,2158,144282,0
27/11/2021,27/11/2021,0,26.8,6510.2,11,6105.9,500,22898,0
28/11/2021,28/11/2021,0,21.4,6105.9,11,5776.5,3071,312713,0
29/11/2021,29/11/2021,1,29.1,5776.5,11,7719.8,9017,789296,0
30/11/2021,30/11/2021,1,25.4,7719.8,11,6776,500,44641,0
01/12/2021,01/12/2021,1,24.3,6776,12,6557.1,3606,230391,0
02/12/2021,02/12/2021,1,29.9,6557.1,12,8392,18625,659629,0
03/12/2021,03/12/2021,1,23.9,8392,12,5960.7,3340,364254,0
04/12/2021,04/12/2021,0,21.6,5960.7,12,5642.1,2513,172839,0
